Weapon Type,Name,Path
Sword & Shield,Kurenawi Ougi (Shield),natives/STM/Art/Model/Item/it01/00/0030/it0100_0030_1.mesh
Sword & Shield,Mining Pickaxe (Sword),natives/STM/Art/Model/Item/it01/00/0029/it0100_0029_0.mesh
Sword & Shield,Mining Pickaxe (Shield),natives/STM/Art/Model/Item/it01/00/0029/it0100_0029_1.mesh
Sword & Shield,Digmore War Pick (Sword),natives/STM/Art/Model/Item/it01/00/0029/it0100_0029_0.mesh
Sword & Shield,Digmore War Pick (Shield),natives/STM/Art/Model/Item/it01/00/0029/it0100_0029_1.mesh
Sword & Shield,Omega's Sword (Sword),natives/STM/Art/Model/Item/it01/00/0035/it0100_0035_0.mesh
Sword & Shield,Omega's Sword (Shield),natives/STM/Art/Model/Item/it01/00/0035/it0100_0035_1.mesh
Sword & Shield,Lagia Sword I (Sword),natives/STM/Art/Model/Item/it01/00/0017/it0100_0017_0.mesh
Sword & Shield,Lagia Sword I (Shield),natives/STM/Art/Model/Item/it01/00/0017/it0100_0017_1.mesh
Sword & Shield,High Lagia Sword (Sword),natives/STM/Art/Model/Item/it01/00/0017/it0100_0017_0.mesh
Sword & Shield,High Lagia Sword (Shield),natives/STM/Art/Model/Item/it01/00/0017/it0100_0017_1.mesh
Sword & Shield,True Omega's Sword (Sword),natives/STM/Art/Model/Item/it01/00/0035/it0100_0035_0.mesh
Sword & Shield,True Omega's Sword (Shield),natives/STM/Art/Model/Item/it01/00/0035/it0100_0035_1.mesh
Dual Blades,Hope Daggers I (L),natives/STM/Art/Model/Item/it02/00/0028/it0200_0028_0.mesh
Dual Blades,Hope Daggers I (R),natives/STM/Art/Model/Item/it02/00/0028/it0200_0028_1.mesh
Dual Blades,Hope Daggers II (L),natives/STM/Art/Model/Item/it02/00/0028/it0200_0028_0.mesh
Dual Blades,Hope Daggers II (R),natives/STM/Art/Model/Item/it02/00/0028/it0200_0028_1.mesh
Dual Blades,Hope Daggers III (L),natives/STM/Art/Model/Item/it02/00/0028/it0200_0028_0.mesh
Dual Blades,Hope Daggers III (R),natives/STM/Art/Model/Item/it02/00/0028/it0200_0028_1.mesh
Dual Blades,Hope Daggers IV (L),natives/STM/Art/Model/Item/it02/00/0028/it0200_0028_0.mesh
Dual Blades,Hope Daggers IV (R),natives/STM/Art/Model/Item/it02/00/0028/it0200_0028_1.mesh
Dual Blades,Hope Daggers V (L),natives/STM/Art/Model/Item/it02/00/0028/it0200_0028_0.mesh
Dual Blades,Hope Daggers V (R),natives/STM/Art/Model/Item/it02/00/0028/it0200_0028_1.mesh
Dual Blades,Bone Hatchets I (L),natives/STM/Art/Model/Item/it02/01/0004/it0201_0004_0.mesh
Dual Blades,Bone Hatchets I (R),natives/STM/Art/Model/Item/it02/01/0004/it0201_0004_1.mesh
Dual Blades,Bone Hatchets II (L),natives/STM/Art/Model/Item/it02/01/0004/it0201_0004_0.mesh
Dual Blades,Bone Hatchets II (R),natives/STM/Art/Model/Item/it02/01/0004/it0201_0004_1.mesh
Dual Blades,Bone Hatchets III (L),natives/STM/Art/Model/Item/it02/01/0004/it0201_0004_0.mesh
Dual Blades,Bone Hatchets III (R),natives/STM/Art/Model/Item/it02/01/0004/it0201_0004_1.mesh
Dual Blades,Bone Hatchets IV (L),natives/STM/Art/Model/Item/it02/01/0004/it0201_0004_0.mesh
Dual Blades,Bone Hatchets IV (R),natives/STM/Art/Model/Item/it02/01/0004/it0201_0004_1.mesh
Dual Blades,Wild Hatchets (L),natives/STM/Art/Model/Item/it02/01/0004/it0201_0004_0.mesh
Dual Blades,Wild Hatchets (R),natives/STM/Art/Model/Item/it02/01/0004/it0201_0004_1.mesh
Dual Blades,Dual Hatchets I (L),natives/STM/Art/Model/Item/it02/01/0001/it0201_0001_0.mesh
Dual Blades,Dual Hatchets I (R),natives/STM/Art/Model/Item/it02/01/0001/it0201_0001_1.mesh
Dual Blades,Dual Hatchets II (L),natives/STM/Art/Model/Item/it02/01/0001/it0201_0001_0.mesh
Dual Blades,Dual Hatchets II (R),natives/STM/Art/Model/Item/it02/01/0001/it0201_0001_1.mesh
Dual Blades,Dual Hatchets III (L),natives/STM/Art/Model/Item/it02/01/0001/it0201_0001_0.mesh
Dual Blades,Dual Hatchets III (R),natives/STM/Art/Model/Item/it02/01/0001/it0201_0001_1.mesh
Dual Blades,Dual Cleavers (L),natives/STM/Art/Model/Item/it02/01/0001/it0201_0001_0.mesh
Dual Blades,Dual Cleavers (R),natives/STM/Art/Model/Item/it02/01/0001/it0201_0001_1.mesh
Dual Blades,Quematrice Silexes I (L),natives/STM/Art/Model/Item/it02/00/0003/it0200_0003_0.mesh
Dual Blades,Quematrice Silexes I (R),natives/STM/Art/Model/Item/it02/00/0003/it0200_0003_1.mesh
Dual Blades,Quematrice Silexes II (L),natives/STM/Art/Model/Item/it02/00/0003/it0200_0003_0.mesh
Dual Blades,Quematrice Silexes II (R),natives/STM/Art/Model/Item/it02/00/0003/it0200_0003_1.mesh
Dual Blades,Quematrice Silexes III (L),natives/STM/Art/Model/Item/it02/00/0003/it0200_0003_0.mesh
Dual Blades,Quematrice Silexes III (R),natives/STM/Art/Model/Item/it02/00/0003/it0200_0003_1.mesh
Dual Blades,Quematrice Silexes IV (L),natives/STM/Art/Model/Item/it02/00/0003/it0200_0003_0.mesh
Dual Blades,Quematrice Silexes IV (R),natives/STM/Art/Model/Item/it02/00/0003/it0200_0003_1.mesh
Dual Blades,Firetrail Magnesiae (L),natives/STM/Art/Model/Item/it02/00/0004/it0200_0004_0.mesh
Dual Blades,Firetrail Magnesiae (R),natives/STM/Art/Model/Item/it02/00/0004/it0200_0004_1.mesh
Dual Blades,Barina Faucilles I (L),natives/STM/Art/Model/Item/it02/00/0005/it0200_0005_0.mesh
Dual Blades,Barina Faucilles I (R),natives/STM/Art/Model/Item/it02/00/0005/it0200_0005_1.mesh
Dual Blades,Barina Faucilles II (L),natives/STM/Art/Model/Item/it02/00/0005/it0200_0005_0.mesh
Dual Blades,Barina Faucilles II (R),natives/STM/Art/Model/Item/it02/00/0005/it0200_0005_1.mesh
Dual Blades,Barina Faucilles III (L),natives/STM/Art/Model/Item/it02/00/0005/it0200_0005_0.mesh
Dual Blades,Barina Faucilles III (R),natives/STM/Art/Model/Item/it02/00/0005/it0200_0005_1.mesh
Dual Blades,Barina Faucilles IV (L),natives/STM/Art/Model/Item/it02/00/0005/it0200_0005_0.mesh
Dual Blades,Barina Faucilles IV (R),natives/STM/Art/Model/Item/it02/00/0005/it0200_0005_1.mesh
Dual Blades,Lala Harpactirs (L),natives/STM/Art/Model/Item/it02/00/0006/it0200_0006_0.mesh
Dual Blades,Lala Harpactirs (R),natives/STM/Art/Model/Item/it02/00/0006/it0200_0006_1.mesh
Dual Blades,Pink Maracas I (L),natives/STM/Art/Model/Item/it02/00/0007/it0200_0007_0.mesh
Dual Blades,Pink Maracas I (R),natives/STM/Art/Model/Item/it02/00/0007/it0200_0007_1.mesh
Dual Blades,Pink Maracas II (L),natives/STM/Art/Model/Item/it02/00/0007/it0200_0007_0.mesh
Dual Blades,Pink Maracas II (R),natives/STM/Art/Model/Item/it02/00/0007/it0200_0007_1.mesh
Dual Blades,Funky Maracas (L),natives/STM/Art/Model/Item/it02/00/0007/it0200_0007_0.mesh
Dual Blades,Funky Maracas (R),natives/STM/Art/Model/Item/it02/00/0007/it0200_0007_1.mesh
Dual Blades,Dosha Fastflayers I (L),natives/STM/Art/Model/Item/it02/00/0008/it0200_0008_0.mesh
Dual Blades,Dosha Fastflayers I (R),natives/STM/Art/Model/Item/it02/00/0008/it0200_0008_1.mesh
Dual Blades,Dosha Fastflayers II (L),natives/STM/Art/Model/Item/it02/00/0008/it0200_0008_0.mesh
Dual Blades,Dosha Fastflayers II (R),natives/STM/Art/Model/Item/it02/00/0008/it0200_0008_1.mesh
Dual Blades,Dosha Fastflayers III (L),natives/STM/Art/Model/Item/it02/00/0008/it0200_0008_0.mesh
Dual Blades,Dosha Fastflayers III (R),natives/STM/Art/Model/Item/it02/00/0008/it0200_0008_1.mesh
Dual Blades,Uth Ngarpatu I (L),natives/STM/Art/Model/Item/it02/00/0010/it0200_0010_0.mesh
Dual Blades,Uth Ngarpatu I (R),natives/STM/Art/Model/Item/it02/00/0010/it0200_0010_1.mesh
Dual Blades,Uth Ngarpatu II (L),natives/STM/Art/Model/Item/it02/00/0010/it0200_0010_0.mesh
Dual Blades,Uth Ngarpatu II (R),natives/STM/Art/Model/Item/it02/00/0010/it0200_0010_1.mesh
Dual Blades,Uth Ngarpatu III (L),natives/STM/Art/Model/Item/it02/00/0010/it0200_0010_0.mesh
Dual Blades,Uth Ngarpatu III (R),natives/STM/Art/Model/Item/it02/00/0010/it0200_0010_1.mesh
Dual Blades,Ngarpatu-of-the-Waves (L),natives/STM/Art/Model/Item/it02/00/0010/it0200_0010_0.mesh
Dual Blades,Ngarpatu-of-the-Waves (R),natives/STM/Art/Model/Item/it02/00/0010/it0200_0010_1.mesh
Dual Blades,Ajara Twin Edges I (L),natives/STM/Art/Model/Item/it02/00/0013/it0200_0013_0.mesh
Dual Blades,Ajara Twin Edges I (R),natives/STM/Art/Model/Item/it02/00/0013/it0200_0013_1.mesh
Dual Blades,Ajara Twin Edges II (L),natives/STM/Art/Model/Item/it02/00/0013/it0200_0013_0.mesh
Dual Blades,Ajara Twin Edges II (R),natives/STM/Art/Model/Item/it02/00/0013/it0200_0013_1.mesh
Dual Blades,Ajara-Panthaka (L),natives/STM/Art/Model/Item/it02/00/0013/it0200_0013_0.mesh
Dual Blades,Ajara-Panthaka (R),natives/STM/Art/Model/Item/it02/00/0013/it0200_0013_1.mesh
Dual Blades,Dosha Guardflayers I (L),natives/STM/Art/Model/Item/it02/10/0002/it0210_0002_0.mesh
Dual Blades,Dosha Guardflayers I (R),natives/STM/Art/Model/Item/it02/10/0002/it0210_0002_1.mesh
Dual Blades,Dosha Guardflayers II (L),natives/STM/Art/Model/Item/it02/10/0002/it0210_0002_0.mesh
Dual Blades,Dosha Guardflayers II (R),natives/STM/Art/Model/Item/it02/10/0002/it0210_0002_1.mesh
Dual Blades,Guardflayers Urbastra (L),natives/STM/Art/Model/Item/it02/10/0002/it0210_0002_0.mesh
Dual Blades,Guardflayers Urbastra (R),natives/STM/Art/Model/Item/it02/10/0002/it0210_0002_1.mesh
Dual Blades,Twin Albiraths I (L),natives/STM/Art/Model/Item/it02/10/0000/it0210_0000_0.mesh
Dual Blades,Twin Albiraths I (R),natives/STM/Art/Model/Item/it02/10/0000/it0210_0000_1.mesh
Dual Blades,Twin Albiraths II (L),natives/STM/Art/Model/Item/it02/10/0000/it0210_0000_0.mesh
Dual Blades,Twin Albiraths II (R),natives/STM/Art/Model/Item/it02/10/0000/it0210_0000_1.mesh
Dual Blades,Wyvern Sentinels (L),natives/STM/Art/Model/Item/it02/10/0000/it0210_0000_0.mesh
Dual Blades,Wyvern Sentinels (R),natives/STM/Art/Model/Item/it02/10/0000/it0210_0000_1.mesh
Dual Blades,Jin Dhakoo I (L),natives/STM/Art/Model/Item/it02/00/0023/it0200_0023_0.mesh
Dual Blades,Jin Dhakoo I (R),natives/STM/Art/Model/Item/it02/00/0023/it0200_0023_1.mesh
Dual Blades,Precipice Ulokiem (L),natives/STM/Art/Model/Item/it02/00/0023/it0200_0023_0.mesh
Dual Blades,Precipice Ulokiem (R),natives/STM/Art/Model/Item/it02/00/0023/it0200_0023_1.mesh
Dual Blades,Chthonian Kusarigamas I (L),natives/STM/Art/Model/Item/it02/10/0001/it0210_0001_0.mesh
Dual Blades,Chthonian Kusarigamas I (R),natives/STM/Art/Model/Item/it02/10/0001/it0210_0001_1.mesh
Dual Blades,Chthonian Kusarigamas II (L),natives/STM/Art/Model/Item/it02/10/0001/it0210_0001_0.mesh
Dual Blades,Chthonian Kusarigamas II (R),natives/STM/Art/Model/Item/it02/10/0001/it0210_0001_1.mesh
Dual Blades,Bequeathed Oblivion (L),natives/STM/Art/Model/Item/it02/10/0001/it0210_0001_0.mesh
Dual Blades,Bequeathed Oblivion (R),natives/STM/Art/Model/Item/it02/10/0001/it0210_0001_1.mesh
Dual Blades,G. Veldian Harpes I (L),natives/STM/Art/Model/Item/it02/00/0021/it0200_0021_0.mesh
Dual Blades,G. Veldian Harpes I (R),natives/STM/Art/Model/Item/it02/00/0021/it0200_0021_1.mesh
Dual Blades,G. Veldian Harpes II (L),natives/STM/Art/Model/Item/it02/00/0021/it0200_0021_0.mesh
Dual Blades,G. Veldian Harpes II (R),natives/STM/Art/Model/Item/it02/00/0021/it0200_0021_1.mesh
Dual Blades,G. Inspired Ywain (L),natives/STM/Art/Model/Item/it02/00/0021/it0200_0021_0.mesh
Dual Blades,G. Inspired Ywain (R),natives/STM/Art/Model/Item/it02/00/0021/it0200_0021_1.mesh
Dual Blades,Kut-Ku Pair I (L),natives/STM/Art/Model/Item/it02/00/0015/it0200_0015_0.mesh
Dual Blades,Kut-Ku Pair I (R),natives/STM/Art/Model/Item/it02/00/0015/it0200_0015_1.mesh
Dual Blades,Kut-Ku Pair II (L),natives/STM/Art/Model/Item/it02/00/0015/it0200_0015_0.mesh
Dual Blades,Kut-Ku Pair II (R),natives/STM/Art/Model/Item/it02/00/0015/it0200_0015_1.mesh
Dual Blades,Dual Kut-Ku (L),natives/STM/Art/Model/Item/it02/00/0015/it0200_0015_0.mesh
Dual Blades,Dual Kut-Ku (R),natives/STM/Art/Model/Item/it02/00/0015/it0200_0015_1.mesh
Dual Blades,Dual Battleaxes I (L),natives/STM/Art/Model/Item/it02/00/0016/it0200_0016_0.mesh
Dual Blades,Dual Battleaxes I (R),natives/STM/Art/Model/Item/it02/00/0016/it0200_0016_1.mesh
Dual Blades,Dual Battleaxes II (L),natives/STM/Art/Model/Item/it02/00/0016/it0200_0016_0.mesh
Dual Blades,Dual Battleaxes II (R),natives/STM/Art/Model/Item/it02/00/0016/it0200_0016_1.mesh
Dual Blades,Final Battleaxes (L),natives/STM/Art/Model/Item/it02/00/0016/it0200_0016_0.mesh
Dual Blades,Final Battleaxes (R),natives/STM/Art/Model/Item/it02/00/0016/it0200_0016_1.mesh
Dual Blades,Whirling Fulgur I (L),natives/STM/Art/Model/Item/it02/10/0003/it0210_0003_0.mesh
Dual Blades,Whirling Fulgur I (R),natives/STM/Art/Model/Item/it02/10/0003/it0210_0003_1.mesh
Dual Blades,Fulgurtwins Guardiana (L),natives/STM/Art/Model/Item/it02/10/0003/it0210_0003_0.mesh
Dual Blades,Fulgurtwins Guardiana (R),natives/STM/Art/Model/Item/it02/10/0003/it0210_0003_1.mesh
Dual Blades,Blango Sai I (L),natives/STM/Art/Model/Item/it02/00/0019/it0200_0019_0.mesh
Dual Blades,Blango Sai I (R),natives/STM/Art/Model/Item/it02/00/0019/it0200_0019_1.mesh
Dual Blades,Blango Trishula (L),natives/STM/Art/Model/Item/it02/00/0019/it0200_0019_0.mesh
Dual Blades,Blango Trishula (R),natives/STM/Art/Model/Item/it02/00/0019/it0200_0019_1.mesh
Dual Blades,Gravios Warmakers I (L),natives/STM/Art/Model/Item/it02/00/0018/it0200_0018_0.mesh
Dual Blades,Gravios Warmakers I (R),natives/STM/Art/Model/Item/it02/00/0018/it0200_0018_1.mesh
Dual Blades,Gravios Conquerors (L),natives/STM/Art/Model/Item/it02/00/0018/it0200_0018_0.mesh
Dual Blades,Gravios Conquerors (R),natives/STM/Art/Model/Item/it02/00/0018/it0200_0018_1.mesh
Dual Blades,Zakun Twins I (L),natives/STM/Art/Model/Item/it02/00/0000/it0200_0000_0.mesh
Dual Blades,Zakun Twins I (R),natives/STM/Art/Model/Item/it02/00/0000/it0200_0000_1.mesh
Dual Blades,Terrible Twins (L),natives/STM/Art/Model/Item/it02/00/0000/it0200_0000_0.mesh
Dual Blades,Terrible Twins (R),natives/STM/Art/Model/Item/it02/00/0000/it0200_0000_1.mesh
Dual Blades,Twin Flames I (L),natives/STM/Art/Model/Item/it02/00/0011/it0200_0011_0.mesh
Dual Blades,Twin Flames I (R),natives/STM/Art/Model/Item/it02/00/0011/it0200_0011_1.mesh
Dual Blades,Wyvern Lovers (L),natives/STM/Art/Model/Item/it02/00/0011/it0200_0011_0.mesh
Dual Blades,Wyvern Lovers (R),natives/STM/Art/Model/Item/it02/00/0011/it0200_0011_1.mesh
Dual Blades,Fledderklauen I (L),natives/STM/Art/Model/Item/it02/00/0012/it0200_0012_0.mesh
Dual Blades,Fledderklauen I (R),natives/STM/Art/Model/Item/it02/00/0012/it0200_0012_1.mesh
Dual Blades,Hungerklauen (L),natives/STM/Art/Model/Item/it02/00/0012/it0200_0012_0.mesh
Dual Blades,Hungerklauen (R),natives/STM/Art/Model/Item/it02/00/0012/it0200_0012_1.mesh
Dual Blades,Veldian Harpes I (L),natives/STM/Art/Model/Item/it02/00/0026/it0200_0026_0.mesh
Dual Blades,Veldian Harpes I (R),natives/STM/Art/Model/Item/it02/00/0026/it0200_0026_1.mesh
Dual Blades,Guild Knight Sabers I (L),natives/STM/Art/Model/Item/it02/00/0002/it0200_0002_0.mesh
Dual Blades,Guild Knight Sabers I (R),natives/STM/Art/Model/Item/it02/00/0002/it0200_0002_1.mesh
Dual Blades,Guild Knight Sabers II (L),natives/STM/Art/Model/Item/it02/00/0002/it0200_0002_0.mesh
Dual Blades,Guild Knight Sabers II (R),natives/STM/Art/Model/Item/it02/00/0002/it0200_0002_1.mesh
Dual Blades,Master Sabers (L),natives/STM/Art/Model/Item/it02/00/0002/it0200_0002_0.mesh
Dual Blades,Master Sabers (R),natives/STM/Art/Model/Item/it02/00/0002/it0200_0002_1.mesh
Dual Blades,Esperanza Daggers (L),natives/STM/Art/Model/Item/it02/00/0028/it0200_0028_0.mesh
Dual Blades,Esperanza Daggers (R),natives/STM/Art/Model/Item/it02/00/0028/it0200_0028_1.mesh
Dual Blades,Artian Edges I (L),natives/STM/Art/Model/Item/it02/10/0004/it0210_0004_0.mesh
Dual Blades,Artian Edges I (R),natives/STM/Art/Model/Item/it02/10/0004/it0210_0004_1.mesh
Dual Blades,Artian Edges II (L),natives/STM/Art/Model/Item/it02/10/0004/it0210_0004_0.mesh
Dual Blades,Artian Edges II (R),natives/STM/Art/Model/Item/it02/10/0004/it0210_0004_1.mesh
Dual Blades,Tiltkreise (L),natives/STM/Art/Model/Item/it02/10/0004/it0210_0004_0.mesh
Dual Blades,Tiltkreise (R),natives/STM/Art/Model/Item/it02/10/0004/it0210_0004_1.mesh
Dual Blades,Fastflayers Jambastra (L),natives/STM/Art/Model/Item/it02/00/0009/it0200_0009_0.mesh
Dual Blades,Fastflayers Jambastra (R),natives/STM/Art/Model/Item/it02/00/0009/it0200_0009_1.mesh
Dual Blades,Inspired Ywain (L),natives/STM/Art/Model/Item/it02/00/0026/it0200_0026_0.mesh
Dual Blades,Inspired Ywain (R),natives/STM/Art/Model/Item/it02/00/0026/it0200_0026_1.mesh
Dual Blades,Zoh Liel I (L),natives/STM/Art/Model/Item/it02/00/0024/it0200_0024_0.mesh
Dual Blades,Zoh Liel I (R),natives/STM/Art/Model/Item/it02/00/0024/it0200_0024_1.mesh
Dual Blades,Blazing Liel (L),natives/STM/Art/Model/Item/it02/00/0024/it0200_0024_0.mesh
Dual Blades,Blazing Liel (R),natives/STM/Art/Model/Item/it02/00/0024/it0200_0024_1.mesh
Dual Blades,Morning Dawn I (L),natives/STM/Art/Model/Item/it02/00/0029/it0200_0029_0.mesh
Dual Blades,Morning Dawn I (R),natives/STM/Art/Model/Item/it02/00/0029/it0200_0029_1.mesh
Dual Blades,Evening Dusk (L),natives/STM/Art/Model/Item/it02/00/0029/it0200_0029_0.mesh
Dual Blades,Evening Dusk (R),natives/STM/Art/Model/Item/it02/00/0029/it0200_0029_1.mesh
Dual Blades,Tasty Blades (L),natives/STM/Art/Model/Item/it02/00/0022/it0200_0022_0.mesh
Dual Blades,Tasty Blades (R),natives/STM/Art/Model/Item/it02/00/0022/it0200_0022_1.mesh
Dual Blades,Well-done Blades (L),natives/STM/Art/Model/Item/it02/00/0022/it0200_0022_0.mesh
Dual Blades,Well-done Blades (R),natives/STM/Art/Model/Item/it02/00/0022/it0200_0022_1.mesh
Dual Blades,Twin Acrus I (L),natives/STM/Art/Model/Item/it02/00/0017/it0200_0017_0.mesh
Dual Blades,Twin Acrus I (R),natives/STM/Art/Model/Item/it02/00/0017/it0200_0017_1.mesh
Dual Blades,Levin Acrus (L),natives/STM/Art/Model/Item/it02/00/0017/it0200_0017_0.mesh
Dual Blades,Levin Acrus (R),natives/STM/Art/Model/Item/it02/00/0017/it0200_0017_1.mesh
Long Sword,Hope Edge I (Sword),natives/STM/Art/Model/Item/it03/00/0003/it0300_0003_0.mesh
Long Sword,Hope Edge I (Sheathe),natives/STM/Art/Model/Item/it03/00/0003/it0300_0003_1.mesh
Long Sword,Hope Edge II (Sword),natives/STM/Art/Model/Item/it03/00/0003/it0300_0003_0.mesh
Long Sword,Hope Edge II (Sheathe),natives/STM/Art/Model/Item/it03/00/0003/it0300_0003_1.mesh
Long Sword,Hope Edge III (Sword),natives/STM/Art/Model/Item/it03/00/0003/it0300_0003_0.mesh
Long Sword,Hope Edge III (Sheathe),natives/STM/Art/Model/Item/it03/00/0003/it0300_0003_1.mesh
Long Sword,Hope Edge IV (Sword),natives/STM/Art/Model/Item/it03/00/0003/it0300_0003_0.mesh
Long Sword,Hope Edge IV (Sheathe),natives/STM/Art/Model/Item/it03/00/0003/it0300_0003_1.mesh
Long Sword,Hope Edge V (Sword),natives/STM/Art/Model/Item/it03/00/0003/it0300_0003_0.mesh
Long Sword,Hope Edge V (Sheathe),natives/STM/Art/Model/Item/it03/00/0003/it0300_0003_1.mesh
Long Sword,Rey Tonitrus I (Sword),natives/STM/Art/Model/Item/it03/00/0010/it0300_0010_0.mesh
Long Sword,Rey Tonitrus I (Sheathe),natives/STM/Art/Model/Item/it03/00/0010/it0300_0010_1.mesh
Long Sword,Rey Tonitrus II (Sword),natives/STM/Art/Model/Item/it03/00/0010/it0300_0010_0.mesh
Long Sword,Rey Tonitrus II (Sheathe),natives/STM/Art/Model/Item/it03/00/0010/it0300_0010_1.mesh
Long Sword,Rey Tonitrus III (Sword),natives/STM/Art/Model/Item/it03/00/0010/it0300_0010_0.mesh
Long Sword,Rey Tonitrus III (Sheathe),natives/STM/Art/Model/Item/it03/00/0010/it0300_0010_1.mesh
Long Sword,Tonitrus Clairblade (Sword),natives/STM/Art/Model/Item/it03/00/0010/it0300_0010_0.mesh
Long Sword,Tonitrus Clairblade (Sheathe),natives/STM/Art/Model/Item/it03/00/0010/it0300_0010_1.mesh
Long Sword,Khanga Edge I (Sword),natives/STM/Art/Model/Item/it03/00/0002/it0300_0002_0.mesh
Long Sword,Khanga Edge I (Sheathe),natives/STM/Art/Model/Item/it03/00/0002/it0300_0002_1.mesh
Long Sword,Khanga Rebellion (Sword),natives/STM/Art/Model/Item/it03/00/0002/it0300_0002_0.mesh
Long Sword,Khanga Rebellion (Sheathe),natives/STM/Art/Model/Item/it03/00/0002/it0300_0002_1.mesh
Long Sword,Stahlfakt I (Sword),natives/STM/Art/Model/Item/it03/00/0013/it0300_0013_0.mesh
Long Sword,Stahlfakt I (Sheathe),natives/STM/Art/Model/Item/it03/00/0013/it0300_0013_1.mesh
Long Sword,Stahlrecht (Sword),natives/STM/Art/Model/Item/it03/00/0013/it0300_0013_0.mesh
Long Sword,Stahlrecht (Sheathe),natives/STM/Art/Model/Item/it03/00/0013/it0300_0013_1.mesh
Long Sword,Uth Khlunda I (Sword),natives/STM/Art/Model/Item/it03/00/0008/it0300_0008_0.mesh
Long Sword,Uth Khlunda I (Sheathe),natives/STM/Art/Model/Item/it03/00/0008/it0300_0008_1.mesh
Long Sword,Uth Khlunda II (Sword),natives/STM/Art/Model/Item/it03/00/0008/it0300_0008_0.mesh
Long Sword,Uth Khlunda II (Sheathe),natives/STM/Art/Model/Item/it03/00/0008/it0300_0008_1.mesh
Long Sword,Uth Khlunda III (Sword),natives/STM/Art/Model/Item/it03/00/0008/it0300_0008_0.mesh
Long Sword,Uth Khlunda III (Sheathe),natives/STM/Art/Model/Item/it03/00/0008/it0300_0008_1.mesh
Long Sword,Khlunda-of-the-Waves (Sword),natives/STM/Art/Model/Item/it03/00/0008/it0300_0008_0.mesh
Long Sword,Khlunda-of-the-Waves (Sheathe),natives/STM/Art/Model/Item/it03/00/0008/it0300_0008_1.mesh
Long Sword,Windclaw Blade I (Sword),natives/STM/Art/Model/Item/it03/00/0015/it0300_0015_0.mesh
Long Sword,Windclaw Blade I (Sheathe),natives/STM/Art/Model/Item/it03/00/0015/it0300_0015_1.mesh
Long Sword,Windclaw Blade II (Sword),natives/STM/Art/Model/Item/it03/00/0015/it0300_0015_0.mesh
Long Sword,Windclaw Blade II (Sheathe),natives/STM/Art/Model/Item/it03/00/0015/it0300_0015_1.mesh
Long Sword,Windclaw Blade III (Sword),natives/STM/Art/Model/Item/it03/00/0015/it0300_0015_0.mesh
Long Sword,Windclaw Blade III (Sheathe),natives/STM/Art/Model/Item/it03/00/0015/it0300_0015_1.mesh
Long Sword,Windclaw Kiribami (Sword),natives/STM/Art/Model/Item/it03/00/0015/it0300_0015_0.mesh
Long Sword,Windclaw Kiribami (Sheathe),natives/STM/Art/Model/Item/it03/00/0015/it0300_0015_1.mesh
Long Sword,Quematrice Lima I (Sword),natives/STM/Art/Model/Item/it03/00/0004/it0300_0004_0.mesh
Long Sword,Quematrice Lima I (Sheathe),natives/STM/Art/Model/Item/it03/00/0004/it0300_0004_1.mesh
Long Sword,Quematrice Lima II (Sword),natives/STM/Art/Model/Item/it03/00/0004/it0300_0004_0.mesh
Long Sword,Quematrice Lima II (Sheathe),natives/STM/Art/Model/Item/it03/00/0004/it0300_0004_1.mesh
Long Sword,Quematrice Lima III (Sword),natives/STM/Art/Model/Item/it03/00/0004/it0300_0004_0.mesh
Long Sword,Quematrice Lima III (Sheathe),natives/STM/Art/Model/Item/it03/00/0004/it0300_0004_1.mesh
Long Sword,Quematrice Lima IV (Sword),natives/STM/Art/Model/Item/it03/00/0004/it0300_0004_0.mesh
Long Sword,Quematrice Lima IV (Sheathe),natives/STM/Art/Model/Item/it03/00/0004/it0300_0004_1.mesh
Long Sword,Firetrail Ferrocere (Sword),natives/STM/Art/Model/Item/it03/00/0005/it0300_0005_0.mesh
Long Sword,Firetrail Ferrocere (Sheathe),natives/STM/Art/Model/Item/it03/00/0005/it0300_0005_1.mesh
Long Sword,Iron Katana I (Sword),natives/STM/Art/Model/Item/it03/01/0000/it0301_0000_0.mesh
Long Sword,Iron Katana I (Sheathe),natives/STM/Art/Model/Item/it03/01/0000/it0301_0000_1.mesh
Long Sword,Iron Katana II (Sword),natives/STM/Art/Model/Item/it03/01/0000/it0301_0000_0.mesh
Long Sword,Iron Katana II (Sheathe),natives/STM/Art/Model/Item/it03/01/0000/it0301_0000_1.mesh
Long Sword,Iron Katana III (Sword),natives/STM/Art/Model/Item/it03/01/0000/it0301_0000_0.mesh
Long Sword,Iron Katana III (Sheathe),natives/STM/Art/Model/Item/it03/01/0000/it0301_0000_1.mesh
Long Sword,Keen Edge (Sword),natives/STM/Art/Model/Item/it03/01/0002/it0301_0002_0.mesh
Long Sword,Keen Edge (Sheathe),natives/STM/Art/Model/Item/it03/01/0002/it0301_0002_1.mesh
Long Sword,Wyvern Blade "Ash" I (Sword),natives/STM/Art/Model/Item/it03/10/0000/it0310_0000_0.mesh
Long Sword,Wyvern Blade "Ash" I (Sheathe),natives/STM/Art/Model/Item/it03/10/0000/it0310_0000_1.mesh
Long Sword,Wyvern Blade "Ash" II (Sword),natives/STM/Art/Model/Item/it03/10/0000/it0310_0000_0.mesh
