Name,Equip Gender,Style Gender,Path
Talioth Vambraces α,Male,Male,natives/STM/Art/Model/Character/ch02/007/000/1/ch02_007_0001
Talioth Vambraces α,Male,Female,natives/STM/Art/Model/Character/ch02/007/001/1/ch02_007_0011
Talioth Vambraces α,Female,Male,natives/STM/Art/Model/Character/ch03/007/000/1/ch03_007_0001
Talioth Vambraces α,Female,Female,natives/STM/Art/Model/Character/ch03/007/001/1/ch03_007_0011
Talioth Vambraces β,Male,Male,natives/STM/Art/Model/Character/ch02/007/000/1/ch02_007_0001
Talioth Vambraces β,Male,Female,natives/STM/Art/Model/Character/ch02/007/001/1/ch02_007_0011
Talioth Vambraces β,Female,Male,natives/STM/Art/Model/Character/ch03/007/000/1/ch03_007_0001
Talioth Vambraces β,Female,Female,natives/STM/Art/Model/Character/ch03/007/001/1/ch03_007_0011
Piragill Greaves α,Male,Male,natives/STM/Art/Model/Character/ch02/011/000/4/ch02_011_0004
Piragill Greaves α,Male,Female,natives/STM/Art/Model/Character/ch02/011/001/4/ch02_011_0014
Piragill Greaves α,Female,Male,natives/STM/Art/Model/Character/ch03/011/000/4/ch03_011_0004
Piragill Greaves α,Female,Female,natives/STM/Art/Model/Character/ch03/011/001/4/ch03_011_0014
Piragill Greaves β,Male,Male,natives/STM/Art/Model/Character/ch02/011/000/4/ch02_011_0004
Piragill Greaves β,Male,Female,natives/STM/Art/Model/Character/ch02/011/001/4/ch02_011_0014
Piragill Greaves β,Female,Male,natives/STM/Art/Model/Character/ch03/011/000/4/ch03_011_0004
Piragill Greaves β,Female,Female,natives/STM/Art/Model/Character/ch03/011/001/4/ch03_011_0014
Vespoid Helm α,Male,Male,natives/STM/Art/Model/Character/ch02/028/000/3/ch02_028_0003
Vespoid Helm α,Male,Female,natives/STM/Art/Model/Character/ch02/028/001/3/ch02_028_0013
Vespoid Helm α,Female,Male,natives/STM/Art/Model/Character/ch03/028/000/3/ch03_028_0003
Vespoid Helm α,Female,Female,natives/STM/Art/Model/Character/ch03/028/001/3/ch03_028_0013
Vespoid Mail α,Male,Male,natives/STM/Art/Model/Character/ch02/028/000/2/ch02_028_0002
Vespoid Mail α,Male,Female,natives/STM/Art/Model/Character/ch02/028/001/2/ch02_028_0012
Vespoid Mail α,Female,Male,natives/STM/Art/Model/Character/ch03/028/000/2/ch03_028_0002
Vespoid Mail α,Female,Female,natives/STM/Art/Model/Character/ch03/028/001/2/ch03_028_0012
Vespoid Vambraces α,Male,Male,natives/STM/Art/Model/Character/ch02/028/000/1/ch02_028_0001
Vespoid Vambraces α,Male,Female,natives/STM/Art/Model/Character/ch02/028/001/1/ch02_028_0011
Vespoid Vambraces α,Female,Male,natives/STM/Art/Model/Character/ch03/028/000/1/ch03_028_0001
Vespoid Vambraces α,Female,Female,natives/STM/Art/Model/Character/ch03/028/001/1/ch03_028_0011
Vespoid Coil α,Male,Male,natives/STM/Art/Model/Character/ch02/028/000/5/ch02_028_0005
Vespoid Coil α,Male,Female,natives/STM/Art/Model/Character/ch02/028/001/5/ch02_028_0015
Vespoid Coil α,Female,Male,natives/STM/Art/Model/Character/ch03/028/000/5/ch03_028_0005
Vespoid Coil α,Female,Female,natives/STM/Art/Model/Character/ch03/028/001/5/ch03_028_0015
Vespoid Greaves α,Male,Male,natives/STM/Art/Model/Character/ch02/028/000/4/ch02_028_0004
Vespoid Greaves α,Male,Female,natives/STM/Art/Model/Character/ch02/028/001/4/ch02_028_0014
Vespoid Greaves α,Female,Male,natives/STM/Art/Model/Character/ch03/028/000/4/ch03_028_0004
Vespoid Greaves α,Female,Female,natives/STM/Art/Model/Character/ch03/028/001/4/ch03_028_0014
Vespoid Helm β,Male,Male,natives/STM/Art/Model/Character/ch02/028/000/3/ch02_028_0003
Vespoid Helm β,Male,Female,natives/STM/Art/Model/Character/ch02/028/001/3/ch02_028_0013
Vespoid Helm β,Female,Male,natives/STM/Art/Model/Character/ch03/028/000/3/ch03_028_0003
Vespoid Helm β,Female,Female,natives/STM/Art/Model/Character/ch03/028/001/3/ch03_028_0013
Vespoid Mail β,Male,Male,natives/STM/Art/Model/Character/ch02/028/000/2/ch02_028_0002
Vespoid Mail β,Male,Female,natives/STM/Art/Model/Character/ch02/028/001/2/ch02_028_0012
Vespoid Mail β,Female,Male,natives/STM/Art/Model/Character/ch03/028/000/2/ch03_028_0002
Vespoid Mail β,Female,Female,natives/STM/Art/Model/Character/ch03/028/001/2/ch03_028_0012
Vespoid Vambraces β,Male,Male,natives/STM/Art/Model/Character/ch02/028/000/1/ch02_028_0001
Vespoid Vambraces β,Male,Female,natives/STM/Art/Model/Character/ch02/028/001/1/ch02_028_0011
Vespoid Vambraces β,Female,Male,natives/STM/Art/Model/Character/ch03/028/000/1/ch03_028_0001
Vespoid Vambraces β,Female,Female,natives/STM/Art/Model/Character/ch03/028/001/1/ch03_028_0011
Vespoid Coil β,Male,Male,natives/STM/Art/Model/Character/ch02/028/000/5/ch02_028_0005
Vespoid Coil β,Male,Female,natives/STM/Art/Model/Character/ch02/028/001/5/ch02_028_0015
Vespoid Coil β,Female,Male,natives/STM/Art/Model/Character/ch03/028/000/5/ch03_028_0005
Vespoid Coil β,Female,Female,natives/STM/Art/Model/Character/ch03/028/001/5/ch03_028_0015
Vespoid Greaves β,Male,Male,natives/STM/Art/Model/Character/ch02/028/000/4/ch02_028_0004
Vespoid Greaves β,Male,Female,natives/STM/Art/Model/Character/ch02/028/001/4/ch02_028_0014
Vespoid Greaves β,Female,Male,natives/STM/Art/Model/Character/ch03/028/000/4/ch03_028_0004
Vespoid Greaves β,Female,Female,natives/STM/Art/Model/Character/ch03/028/001/4/ch03_028_0014
Kranodath Mail α,Male,Male,natives/STM/Art/Model/Character/ch02/020/000/2/ch02_020_0002
Kranodath Mail α,Male,Female,natives/STM/Art/Model/Character/ch02/020/001/2/ch02_020_0012
Kranodath Mail α,Female,Male,natives/STM/Art/Model/Character/ch03/020/000/2/ch03_020_0002
Kranodath Mail α,Female,Female,natives/STM/Art/Model/Character/ch03/020/001/2/ch03_020_0012
Kranodath Mail β,Male,Male,natives/STM/Art/Model/Character/ch02/020/000/2/ch02_020_0002
Kranodath Mail β,Male,Female,natives/STM/Art/Model/Character/ch02/020/001/2/ch02_020_0012
Kranodath Mail β,Female,Male,natives/STM/Art/Model/Character/ch03/020/000/2/ch03_020_0002
Kranodath Mail β,Female,Female,natives/STM/Art/Model/Character/ch03/020/001/2/ch03_020_0012
Comaqchi Accessory α,Male,Male,natives/STM/Art/Model/Character/ch02/026/000/3/ch02_026_0003
Comaqchi Accessory α,Male,Female,natives/STM/Art/Model/Character/ch02/026/001/3/ch02_026_0013
Comaqchi Accessory α,Female,Male,natives/STM/Art/Model/Character/ch03/026/000/3/ch03_026_0003
Comaqchi Accessory α,Female,Female,natives/STM/Art/Model/Character/ch03/026/001/3/ch03_026_0013
Comaqchi Accessory β,Male,Male,natives/STM/Art/Model/Character/ch02/026/000/3/ch02_026_0003
Comaqchi Accessory β,Male,Female,natives/STM/Art/Model/Character/ch02/026/001/3/ch02_026_0013
Comaqchi Accessory β,Female,Male,natives/STM/Art/Model/Character/ch03/026/000/3/ch03_026_0003
Comaqchi Accessory β,Female,Female,natives/STM/Art/Model/Character/ch03/026/001/3/ch03_026_0013
Kut-Ku Helm α,Male,Male,natives/STM/Art/Model/Character/ch02/034/000/3/ch02_034_0003
Kut-Ku Helm α,Male,Female,natives/STM/Art/Model/Character/ch02/034/001/3/ch02_034_0013
Kut-Ku Helm α,Female,Male,natives/STM/Art/Model/Character/ch03/034/000/3/ch03_034_0003
Kut-Ku Helm α,Female,Female,natives/STM/Art/Model/Character/ch03/034/001/3/ch03_034_0013
Kut-Ku Mail α,Male,Male,natives/STM/Art/Model/Character/ch02/034/000/2/ch02_034_0002
Kut-Ku Mail α,Male,Female,natives/STM/Art/Model/Character/ch02/034/001/2/ch02_034_0012
Kut-Ku Mail α,Female,Male,natives/STM/Art/Model/Character/ch03/034/000/2/ch03_034_0002
Kut-Ku Mail α,Female,Female,natives/STM/Art/Model/Character/ch03/034/001/2/ch03_034_0012
Kut-Ku Vambraces α,Male,Male,natives/STM/Art/Model/Character/ch02/034/000/1/ch02_034_0001
Kut-Ku Vambraces α,Male,Female,natives/STM/Art/Model/Character/ch02/034/001/1/ch02_034_0011
Kut-Ku Vambraces α,Female,Male,natives/STM/Art/Model/Character/ch03/034/000/1/ch03_034_0001
Kut-Ku Vambraces α,Female,Female,natives/STM/Art/Model/Character/ch03/034/001/1/ch03_034_0011
Kut-Ku Coil α,Male,Male,natives/STM/Art/Model/Character/ch02/034/000/5/ch02_034_0005
Kut-Ku Coil α,Male,Female,natives/STM/Art/Model/Character/ch02/034/001/5/ch02_034_0015
Kut-Ku Coil α,Female,Male,natives/STM/Art/Model/Character/ch03/034/000/5/ch03_034_0005
Kut-Ku Coil α,Female,Female,natives/STM/Art/Model/Character/ch03/034/001/5/ch03_034_0015
Kut-Ku Greaves α,Male,Male,natives/STM/Art/Model/Character/ch02/034/000/4/ch02_034_0004
Kut-Ku Greaves α,Male,Female,natives/STM/Art/Model/Character/ch02/034/001/4/ch02_034_0014
Kut-Ku Greaves α,Female,Male,natives/STM/Art/Model/Character/ch03/034/000/4/ch03_034_0004
Kut-Ku Greaves α,Female,Female,natives/STM/Art/Model/Character/ch03/034/001/4/ch03_034_0014
Kut-Ku Helm β,Male,Male,natives/STM/Art/Model/Character/ch02/034/000/3/ch02_034_0003
Kut-Ku Helm β,Male,Female,natives/STM/Art/Model/Character/ch02/034/001/3/ch02_034_0013
Kut-Ku Helm β,Female,Male,natives/STM/Art/Model/Character/ch03/034/000/3/ch03_034_0003
Kut-Ku Helm β,Female,Female,natives/STM/Art/Model/Character/ch03/034/001/3/ch03_034_0013
Kut-Ku Mail β,Male,Male,natives/STM/Art/Model/Character/ch02/034/000/2/ch02_034_0002
Kut-Ku Mail β,Male,Female,natives/STM/Art/Model/Character/ch02/034/001/2/ch02_034_0012
Kut-Ku Mail β,Female,Male,natives/STM/Art/Model/Character/ch03/034/000/2/ch03_034_0002
Kut-Ku Mail β,Female,Female,natives/STM/Art/Model/Character/ch03/034/001/2/ch03_034_0012
Kut-Ku Vambraces β,Male,Male,natives/STM/Art/Model/Character/ch02/034/000/1/ch02_034_0001
Kut-Ku Vambraces β,Male,Female,natives/STM/Art/Model/Character/ch02/034/001/1/ch02_034_0011
Kut-Ku Vambraces β,Female,Male,natives/STM/Art/Model/Character/ch03/034/000/1/ch03_034_0001
Kut-Ku Vambraces β,Female,Female,natives/STM/Art/Model/Character/ch03/034/001/1/ch03_034_0011
Kut-Ku Coil β,Male,Male,natives/STM/Art/Model/Character/ch02/034/000/5/ch02_034_0005
Kut-Ku Coil β,Male,Female,natives/STM/Art/Model/Character/ch02/034/001/5/ch02_034_0015
Kut-Ku Coil β,Female,Male,natives/STM/Art/Model/Character/ch03/034/000/5/ch03_034_0005
Kut-Ku Coil β,Female,Female,natives/STM/Art/Model/Character/ch03/034/001/5/ch03_034_0015
Kut-Ku Greaves β,Male,Male,natives/STM/Art/Model/Character/ch02/034/000/4/ch02_034_0004
Kut-Ku Greaves β,Male,Female,natives/STM/Art/Model/Character/ch02/034/001/4/ch02_034_0014
Kut-Ku Greaves β,Female,Male,natives/STM/Art/Model/Character/ch03/034/000/4/ch03_034_0004
Kut-Ku Greaves β,Female,Female,natives/STM/Art/Model/Character/ch03/034/001/4/ch03_034_0014
Chatacabra Helm α,Male,Male,natives/STM/Art/Model/Character/ch02/008/000/3/ch02_008_0003
Chatacabra Helm α,Male,Female,natives/STM/Art/Model/Character/ch02/008/001/3/ch02_008_0013
Chatacabra Helm α,Female,Male,natives/STM/Art/Model/Character/ch03/008/000/3/ch03_008_0003
Chatacabra Helm α,Female,Female,natives/STM/Art/Model/Character/ch03/008/001/3/ch03_008_0013
Chatacabra Mail α,Male,Male,natives/STM/Art/Model/Character/ch02/008/000/2/ch02_008_0002
Chatacabra Mail α,Male,Female,natives/STM/Art/Model/Character/ch02/008/001/2/ch02_008_0012
Chatacabra Mail α,Female,Male,natives/STM/Art/Model/Character/ch03/008/000/2/ch03_008_0002
Chatacabra Mail α,Female,Female,natives/STM/Art/Model/Character/ch03/008/001/2/ch03_008_0012
Chatacabra Vambraces α,Male,Male,natives/STM/Art/Model/Character/ch02/008/000/1/ch02_008_0001
Chatacabra Vambraces α,Male,Female,natives/STM/Art/Model/Character/ch02/008/001/1/ch02_008_0011
Chatacabra Vambraces α,Female,Male,natives/STM/Art/Model/Character/ch03/008/000/1/ch03_008_0001
Chatacabra Vambraces α,Female,Female,natives/STM/Art/Model/Character/ch03/008/001/1/ch03_008_0011
Chatacabra Coil α,Male,Male,natives/STM/Art/Model/Character/ch02/008/000/5/ch02_008_0005
Chatacabra Coil α,Male,Female,natives/STM/Art/Model/Character/ch02/008/001/5/ch02_008_0015
Chatacabra Coil α,Female,Male,natives/STM/Art/Model/Character/ch03/008/000/5/ch03_008_0005
Chatacabra Coil α,Female,Female,natives/STM/Art/Model/Character/ch03/008/001/5/ch03_008_0015
Chatacabra Greaves α,Male,Male,natives/STM/Art/Model/Character/ch02/008/000/4/ch02_008_0004
Chatacabra Greaves α,Male,Female,natives/STM/Art/Model/Character/ch02/008/001/4/ch02_008_0014
Chatacabra Greaves α,Female,Male,natives/STM/Art/Model/Character/ch03/008/000/4/ch03_008_0004
Chatacabra Greaves α,Female,Female,natives/STM/Art/Model/Character/ch03/008/001/4/ch03_008_0014
Chatacabra Helm β,Male,Male,natives/STM/Art/Model/Character/ch02/008/000/3/ch02_008_0003
Chatacabra Helm β,Male,Female,natives/STM/Art/Model/Character/ch02/008/001/3/ch02_008_0013
Chatacabra Helm β,Female,Male,natives/STM/Art/Model/Character/ch03/008/000/3/ch03_008_0003
Chatacabra Helm β,Female,Female,natives/STM/Art/Model/Character/ch03/008/001/3/ch03_008_0013
Chatacabra Mail β,Male,Male,natives/STM/Art/Model/Character/ch02/008/000/2/ch02_008_0002
Chatacabra Mail β,Male,Female,natives/STM/Art/Model/Character/ch02/008/001/2/ch02_008_0012
Chatacabra Mail β,Female,Male,natives/STM/Art/Model/Character/ch03/008/000/2/ch03_008_0002
Chatacabra Mail β,Female,Female,natives/STM/Art/Model/Character/ch03/008/001/2/ch03_008_0012
Chatacabra Vambraces β,Male,Male,natives/STM/Art/Model/Character/ch02/008/000/1/ch02_008_0001
Chatacabra Vambraces β,Male,Female,natives/STM/Art/Model/Character/ch02/008/001/1/ch02_008_0011
Chatacabra Vambraces β,Female,Male,natives/STM/Art/Model/Character/ch03/008/000/1/ch03_008_0001
Chatacabra Vambraces β,Female,Female,natives/STM/Art/Model/Character/ch03/008/001/1/ch03_008_0011
Chatacabra Coil β,Male,Male,natives/STM/Art/Model/Character/ch02/008/000/5/ch02_008_0005
Chatacabra Coil β,Male,Female,natives/STM/Art/Model/Character/ch02/008/001/5/ch02_008_0015
Chatacabra Coil β,Female,Male,natives/STM/Art/Model/Character/ch03/008/000/5/ch03_008_0005
Chatacabra Coil β,Female,Female,natives/STM/Art/Model/Character/ch03/008/001/5/ch03_008_0015
Chatacabra Greaves β,Male,Male,natives/STM/Art/Model/Character/ch02/008/000/4/ch02_008_0004
Chatacabra Greaves β,Male,Female,natives/STM/Art/Model/Character/ch02/008/001/4/ch02_008_0014
Chatacabra Greaves β,Female,Male,natives/STM/Art/Model/Character/ch03/008/000/4/ch03_008_0004
Chatacabra Greaves β,Female,Female,natives/STM/Art/Model/Character/ch03/008/001/4/ch03_008_0014
Gypceros Helm α,Male,Male,natives/STM/Art/Model/Character/ch02/037/000/3/ch02_037_0003
Gypceros Helm α,Male,Female,natives/STM/Art/Model/Character/ch02/037/001/3/ch02_037_0013
Gypceros Helm α,Female,Male,natives/STM/Art/Model/Character/ch03/037/000/3/ch03_037_0003
Gypceros Helm α,Female,Female,natives/STM/Art/Model/Character/ch03/037/001/3/ch03_037_0013
Gypceros Mail α,Male,Male,natives/STM/Art/Model/Character/ch02/037/000/2/ch02_037_0002
Gypceros Mail α,Male,Female,natives/STM/Art/Model/Character/ch02/037/001/2/ch02_037_0012
Gypceros Mail α,Female,Male,natives/STM/Art/Model/Character/ch03/037/000/2/ch03_037_0002
Gypceros Mail α,Female,Female,natives/STM/Art/Model/Character/ch03/037/001/2/ch03_037_0012
Gypceros Vambraces α,Male,Male,natives/STM/Art/Model/Character/ch02/037/000/1/ch02_037_0001
Gypceros Vambraces α,Male,Female,natives/STM/Art/Model/Character/ch02/037/001/1/ch02_037_0011
Gypceros Vambraces α,Female,Male,natives/STM/Art/Model/Character/ch03/037/000/1/ch03_037_0001
Gypceros Vambraces α,Female,Female,natives/STM/Art/Model/Character/ch03/037/001/1/ch03_037_0011
Gypceros Coil α,Male,Male,natives/STM/Art/Model/Character/ch02/037/000/5/ch02_037_0005
Gypceros Coil α,Male,Female,natives/STM/Art/Model/Character/ch02/037/001/5/ch02_037_0015
Gypceros Coil α,Female,Male,natives/STM/Art/Model/Character/ch03/037/000/5/ch03_037_0005
Gypceros Coil α,Female,Female,natives/STM/Art/Model/Character/ch03/037/001/5/ch03_037_0015
Gypceros Greaves α,Male,Male,natives/STM/Art/Model/Character/ch02/037/000/4/ch02_037_0004
Gypceros Greaves α,Male,Female,natives/STM/Art/Model/Character/ch02/037/001/4/ch02_037_0014
Gypceros Greaves α,Female,Male,natives/STM/Art/Model/Character/ch03/037/000/4/ch03_037_0004
Gypceros Greaves α,Female,Female,natives/STM/Art/Model/Character/ch03/037/001/4/ch03_037_0014
Gypceros Helm β,Male,Male,natives/STM/Art/Model/Character/ch02/037/000/3/ch02_037_0003
Gypceros Helm β,Male,Female,natives/STM/Art/Model/Character/ch02/037/001/3/ch02_037_0013
Gypceros Helm β,Female,Male,natives/STM/Art/Model/Character/ch03/037/000/3/ch03_037_0003
Gypceros Helm β,Female,Female,natives/STM/Art/Model/Character/ch03/037/001/3/ch03_037_0013
Gypceros Mail β,Male,Male,natives/STM/Art/Model/Character/ch02/037/000/2/ch02_037_0002
Gypceros Mail β,Male,Female,natives/STM/Art/Model/Character/ch02/037/001/2/ch02_037_0012
Gypceros Mail β,Female,Male,natives/STM/Art/Model/Character/ch03/037/000/2/ch03_037_0002
Gypceros Mail β,Female,Female,natives/STM/Art/Model/Character/ch03/037/001/2/ch03_037_0012
Gypceros Vambraces β,Male,Male,natives/STM/Art/Model/Character/ch02/037/000/1/ch02_037_0001
Gypceros Vambraces β,Male,Female,natives/STM/Art/Model/Character/ch02/037/001/1/ch02_037_0011
Gypceros Vambraces β,Female,Male,natives/STM/Art/Model/Character/ch03/037/000/1/ch03_037_0001
Gypceros Vambraces β,Female,Female,natives/STM/Art/Model/Character/ch03/037/001/1/ch03_037_0011
Gypceros Coil β,Male,Male,natives/STM/Art/Model/Character/ch02/037/000/5/ch02_037_0005
Gypceros Coil β,Male,Female,natives/STM/Art/Model/Character/ch02/037/001/5/ch02_037_0015
Gypceros Coil β,Female,Male,natives/STM/Art/Model/Character/ch03/037/000/5/ch03_037_0005
Gypceros Coil β,Female,Female,natives/STM/Art/Model/Character/ch03/037/001/5/ch03_037_0015
Gypceros Greaves β,Male,Male,natives/STM/Art/Model/Character/ch02/037/000/4/ch02_037_0004
Gypceros Greaves β,Male,Female,natives/STM/Art/Model/Character/ch02/037/001/4/ch02_037_0014
Gypceros Greaves β,Female,Male,natives/STM/Art/Model/Character/ch03/037/000/4/ch03_037_0004
Gypceros Greaves β,Female,Female,natives/STM/Art/Model/Character/ch03/037/001/4/ch03_037_0014
Bone Helm α,Male,Male,natives/STM/Art/Model/Character/ch02/004/000/3/ch02_004_0003
Bone Helm α,Male,Female,natives/STM/Art/Model/Character/ch02/004/001/3/ch02_004_0013
Bone Helm α,Female,Male,natives/STM/Art/Model/Character/ch03/004/000/3/ch03_004_0003
Bone Helm α,Female,Female,natives/STM/Art/Model/Character/ch03/004/001/3/ch03_004_0013
Bone Mail α,Male,Male,natives/STM/Art/Model/Character/ch02/004/000/2/ch02_004_0002
Bone Mail α,Male,Female,natives/STM/Art/Model/Character/ch02/004/001/2/ch02_004_0012
Bone Mail α,Female,Male,natives/STM/Art/Model/Character/ch03/004/000/2/ch03_004_0002
Bone Mail α,Female,Female,natives/STM/Art/Model/Character/ch03/004/001/2/ch03_004_0012
Bone Vambraces α,Male,Male,natives/STM/Art/Model/Character/ch02/004/000/1/ch02_004_0001
Bone Vambraces α,Male,Female,natives/STM/Art/Model/Character/ch02/004/001/1/ch02_004_0011
Bone Vambraces α,Female,Male,natives/STM/Art/Model/Character/ch03/004/000/1/ch03_004_0001
Bone Vambraces α,Female,Female,natives/STM/Art/Model/Character/ch03/004/001/1/ch03_004_0011
Bone Coil α,Male,Male,natives/STM/Art/Model/Character/ch02/004/000/5/ch02_004_0005
Bone Coil α,Male,Female,natives/STM/Art/Model/Character/ch02/004/001/5/ch02_004_0015
Bone Coil α,Female,Male,natives/STM/Art/Model/Character/ch03/004/000/5/ch03_004_0005
Bone Coil α,Female,Female,natives/STM/Art/Model/Character/ch03/004/001/5/ch03_004_0015
Bone Greaves α,Male,Male,natives/STM/Art/Model/Character/ch02/004/000/4/ch02_004_0004
Bone Greaves α,Male,Female,natives/STM/Art/Model/Character/ch02/004/001/4/ch02_004_0014
Bone Greaves α,Female,Male,natives/STM/Art/Model/Character/ch03/004/000/4/ch03_004_0004
Bone Greaves α,Female,Female,natives/STM/Art/Model/Character/ch03/004/001/4/ch03_004_0014
Alloy Helm α,Male,Male,natives/STM/Art/Model/Character/ch02/010/000/3/ch02_010_0003
Alloy Helm α,Male,Female,natives/STM/Art/Model/Character/ch02/010/001/3/ch02_010_0013
Alloy Helm α,Female,Male,natives/STM/Art/Model/Character/ch03/010/000/3/ch03_010_0003
Alloy Helm α,Female,Female,natives/STM/Art/Model/Character/ch03/010/001/3/ch03_010_0013
Alloy Mail α,Male,Male,natives/STM/Art/Model/Character/ch02/010/000/2/ch02_010_0002
Alloy Mail α,Male,Female,natives/STM/Art/Model/Character/ch02/010/001/2/ch02_010_0012
Alloy Mail α,Female,Male,natives/STM/Art/Model/Character/ch03/010/000/2/ch03_010_0002
Alloy Mail α,Female,Female,natives/STM/Art/Model/Character/ch03/010/001/2/ch03_010_0012
Alloy Vambraces α,Male,Male,natives/STM/Art/Model/Character/ch02/010/000/1/ch02_010_0001
Alloy Vambraces α,Male,Female,natives/STM/Art/Model/Character/ch02/010/001/1/ch02_010_0011
Alloy Vambraces α,Female,Male,natives/STM/Art/Model/Character/ch03/010/000/1/ch03_010_0001
Alloy Vambraces α,Female,Female,natives/STM/Art/Model/Character/ch03/010/001/1/ch03_010_0011
Alloy Coil α,Male,Male,natives/STM/Art/Model/Character/ch02/010/000/5/ch02_010_0005
Alloy Coil α,Male,Female,natives/STM/Art/Model/Character/ch02/010/001/5/ch02_010_0015
Alloy Coil α,Female,Male,natives/STM/Art/Model/Character/ch03/010/000/5/ch03_010_0005
Alloy Coil α,Female,Female,natives/STM/Art/Model/Character/ch03/010/001/5/ch03_010_0015
Alloy Greaves α,Male,Male,natives/STM/Art/Model/Character/ch02/010/000/4/ch02_010_0004
Alloy Greaves α,Male,Female,natives/STM/Art/Model/Character/ch02/010/001/4/ch02_010_0014
Alloy Greaves α,Female,Male,natives/STM/Art/Model/Character/ch03/010/000/4/ch03_010_0004
Alloy Greaves α,Female,Female,natives/STM/Art/Model/Character/ch03/010/001/4/ch03_010_0014
Quematrice Helm α,Male,Male,natives/STM/Art/Model/Character/ch02/009/000/3/ch02_009_0003
Quematrice Helm α,Male,Female,natives/STM/Art/Model/Character/ch02/009/001/3/ch02_009_0013
Quematrice Helm α,Female,Male,natives/STM/Art/Model/Character/ch03/009/000/3/ch03_009_0003
Quematrice Helm α,Female,Female,natives/STM/Art/Model/Character/ch03/009/001/3/ch03_009_0013
Quematrice Mail α,Male,Male,natives/STM/Art/Model/Character/ch02/009/000/2/ch02_009_0002
Quematrice Mail α,Male,Female,natives/STM/Art/Model/Character/ch02/009/001/2/ch02_009_0012
Quematrice Mail α,Female,Male,natives/STM/Art/Model/Character/ch03/009/000/2/ch03_009_0002
Quematrice Mail α,Female,Female,natives/STM/Art/Model/Character/ch03/009/001/2/ch03_009_0012
Quematrice Braces α,Male,Male,natives/STM/Art/Model/Character/ch02/009/000/1/ch02_009_0001
Quematrice Braces α,Male,Female,natives/STM/Art/Model/Character/ch02/009/001/1/ch02_009_0011
Quematrice Braces α,Female,Male,natives/STM/Art/Model/Character/ch03/009/000/1/ch03_009_0001
Quematrice Braces α,Female,Female,natives/STM/Art/Model/Character/ch03/009/001/1/ch03_009_0011
Quematrice Coil α,Male,Male,natives/STM/Art/Model/Character/ch02/009/000/5/ch02_009_0005
Quematrice Coil α,Male,Female,natives/STM/Art/Model/Character/ch02/009/001/5/ch02_009_0015
Quematrice Coil α,Female,Male,natives/STM/Art/Model/Character/ch03/009/000/5/ch03_009_0005
Quematrice Coil α,Female,Female,natives/STM/Art/Model/Character/ch03/009/001/5/ch03_009_0015
Quematrice Greaves α,Male,Male,natives/STM/Art/Model/Character/ch02/009/000/4/ch02_009_0004
Quematrice Greaves α,Male,Female,natives/STM/Art/Model/Character/ch02/009/001/4/ch02_009_0014
Quematrice Greaves α,Female,Male,natives/STM/Art/Model/Character/ch03/009/000/4/ch03_009_0004
Quematrice Greaves α,Female,Female,natives/STM/Art/Model/Character/ch03/009/001/4/ch03_009_0014
Quematrice Helm β,Male,Male,natives/STM/Art/Model/Character/ch02/009/000/3/ch02_009_0003
Quematrice Helm β,Male,Female,natives/STM/Art/Model/Character/ch02/009/001/3/ch02_009_0013
Quematrice Helm β,Female,Male,natives/STM/Art/Model/Character/ch03/009/000/3/ch03_009_0003
Quematrice Helm β,Female,Female,natives/STM/Art/Model/Character/ch03/009/001/3/ch03_009_0013
Quematrice Mail β,Male,Male,natives/STM/Art/Model/Character/ch02/009/000/2/ch02_009_0002
Quematrice Mail β,Male,Female,natives/STM/Art/Model/Character/ch02/009/001/2/ch02_009_0012
Quematrice Mail β,Female,Male,natives/STM/Art/Model/Character/ch03/009/000/2/ch03_009_0002
Quematrice Mail β,Female,Female,natives/STM/Art/Model/Character/ch03/009/001/2/ch03_009_0012
Quematrice Braces β,Male,Male,natives/STM/Art/Model/Character/ch02/009/000/1/ch02_009_0001
Quematrice Braces β,Male,Female,natives/STM/Art/Model/Character/ch02/009/001/1/ch02_009_0011
Quematrice Braces β,Female,Male,natives/STM/Art/Model/Character/ch03/009/000/1/ch03_009_0001
Quematrice Braces β,Female,Female,natives/STM/Art/Model/Character/ch03/009/001/1/ch03_009_0011
Quematrice Coil β,Male,Male,natives/STM/Art/Model/Character/ch02/009/000/5/ch02_009_0005
Quematrice Coil β,Male,Female,natives/STM/Art/Model/Character/ch02/009/001/5/ch02_009_0015
Quematrice Coil β,Female,Male,natives/STM/Art/Model/Character/ch03/009/000/5/ch03_009_0005
Quematrice Coil β,Female,Female,natives/STM/Art/Model/Character/ch03/009/001/5/ch03_009_0015
Quematrice Greaves β,Male,Male,natives/STM/Art/Model/Character/ch02/009/000/4/ch02_009_0004
Quematrice Greaves β,Male,Female,natives/STM/Art/Model/Character/ch02/009/001/4/ch02_009_0014
Quematrice Greaves β,Female,Male,natives/STM/Art/Model/Character/ch03/009/000/4/ch03_009_0004
Quematrice Greaves β,Female,Female,natives/STM/Art/Model/Character/ch03/009/001/4/ch03_009_0014
Barina Headgear α,Male,Male,natives/STM/Art/Model/Character/ch02/012/000/3/ch02_012_0003
Barina Headgear α,Male,Female,natives/STM/Art/Model/Character/ch02/012/001/3/ch02_012_0013
Barina Headgear α,Female,Male,natives/STM/Art/Model/Character/ch03/012/000/3/ch03_012_0003
